,ID,Year_Birth,Education,Marital_Status,Income,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response,numberofkids,Age,AgeCategory
423,1361,1974,Master,married,82584,04-06-2013,26,1076,68,103,29,91,68,1,3,4,8,1,0,1,1,0,0,0,3,11,1,0,39,Adult
424,6932,1941,PhD,married,93027,13-04-2013,77,1285,42,716,55,0,21,0,7,10,5,2,0,0,1,0,0,0,3,11,0,0,72,Elder
425,7284,1953,Graduation,married,48686,04-12-2013,8,10,0,7,2,0,1,1,1,0,2,8,0,0,0,0,0,0,3,11,0,3,60,Elder
426,1340,1986,Graduation,married,92910,24-04-2014,42,551,137,792,179,103,33,1,6,7,13,1,0,1,1,1,0,0,3,11,0,0,28,Adult
427,8746,1989,Graduation,married,75433,05-04-2014,28,800,0,297,0,34,57,2,2,5,10,6,0,1,0,1,0,0,3,11,0,1,25,Adult
428,5987,1989,2n Cycle,married,10404,04-05-2014,52,2,2,11,10,6,12,2,1,0,4,5,0,0,0,0,0,0,3,11,0,1,25,Adult
429,3767,1968,Graduation,married,61314,25-04-2013,1,378,0,189,97,172,172,2,5,5,12,3,0,0,0,0,0,0,3,11,0,1,45,Adult
430,3725,1961,PhD,unmarried,84865,09-05-2013,1,1248,16,349,43,16,16,1,2,4,9,4,0,1,1,1,1,0,3,11,1,0,52,Elder
431,4324,1989,Graduation,married,42387,29-10-2012,42,235,0,235,19,4,191,5,8,1,7,8,0,0,0,0,0,0,3,11,0,1,23,Adult
432,238,1967,2n Cycle,married,67309,23-01-2013,76,515,47,181,149,95,95,15,9,6,9,7,0,0,0,0,0,0,3,11,0,2,46,Adult
433,6694,1964,Graduation,married,75236,25-11-2013,27,438,66,400,12,38,114,1,8,3,13,4,0,0,0,0,0,0,3,11,0,1,49,Adult
434,498,1970,Graduation,unmarried,30015,02-02-2014,28,25,0,22,2,3,5,2,1,0,4,5,0,0,0,0,0,0,3,11,0,1,44,Adult
435,9347,1956,Master,married,50943,21-06-2013,49,31,0,7,2,0,6,1,1,0,3,5,0,0,0,0,0,0,3,11,0,1,57,Elder
436,9699,1966,Graduation,divorced,67272,21-12-2013,12,357,35,271,28,28,14,3,6,2,12,5,0,0,0,0,0,0,3,11,0,1,47,Adult
437,10664,1949,Master,unmarried,51529,07-09-2013,14,400,4,35,6,0,22,2,9,1,5,8,0,0,0,0,0,0,3,11,0,1,64,Elder
438,5455,1971,PhD,married,32011,22-08-2013,89,99,0,15,2,1,5,3,2,1,4,7,0,0,0,0,0,0,3,11,0,1,42,Adult
439,456,1986,2n Cycle,married,7500,07-02-2013,96,1,11,5,4,6,9,2,2,0,3,8,0,0,0,0,0,0,3,11,0,1,27,Adult
440,5012,1989,Graduation,married,28691,04-07-2013,56,5,4,13,8,0,4,1,1,0,3,8,0,0,0,0,0,0,3,11,0,1,24,Adult
441,7495,1948,PhD,married,56223,20-12-2013,72,77,28,31,16,0,4,2,2,1,5,4,0,0,0,0,0,0,3,11,0,1,65,Elder
442,5029,1946,Graduation,married,18100,06-08-2013,14,3,1,2,4,3,1,1,0,0,3,5,0,0,0,0,0,0,3,11,0,0,67,Elder
443,10642,1989,Graduation,unmarried,30279,30-12-2012,13,10,4,14,4,4,1,1,1,0,3,8,0,0,0,0,0,0,3,11,0,1,23,Adult
444,2106,1974,2n Cycle,married,20130,17-03-2014,99,0,6,3,7,6,12,1,1,0,3,8,0,0,0,0,0,0,3,11,0,0,40,Adult
445,10364,1959,Graduation,divorced,23295,13-07-2013,72,0,0,1,2,12,5,1,1,0,2,8,0,0,0,0,0,0,3,11,0,0,54,Elder
446,5954,1972,Master,divorced,42618,09-10-2013,92,76,14,74,13,5,10,2,5,0,4,8,0,0,0,0,0,0,3,11,0,1,41,Adult
447,1137,1964,Graduation,unmarried,81246,29-12-2013,87,398,190,537,61,156,37,1,4,5,7,1,1,0,0,1,0,0,3,11,0,0,49,Adult
448,2541,1976,Graduation,married,24027,09-06-2013,7,14,7,11,11,0,5,2,2,0,3,8,0,0,0,0,0,0,3,11,0,1,37,Adult
449,1142,1953,PhD,married,55707,22-12-2013,91,208,7,82,30,66,35,2,3,2,9,3,0,0,0,0,0,0,3,11,0,1,60,Elder
450,2276,1955,Graduation,unmarried,57959,02-05-2013,71,430,16,322,43,24,33,5,4,7,11,3,0,0,0,0,0,0,3,11,0,1,58,Elder
451,2807,1969,Graduation,married,56796,16-02-2013,24,656,38,161,62,47,37,3,8,9,7,7,0,0,0,0,0,0,3,11,0,1,44,Adult
452,6471,1971,Master,unmarried,36230,17-10-2013,17,14,2,30,8,2,3,1,2,0,4,5,0,0,0,0,0,0,3,11,0,1,42,Adult
453,6131,1980,2n Cycle,married,70829,01-12-2013,87,141,70,106,72,19,23,2,4,2,8,3,0,0,0,0,0,0,3,11,0,2,33,Adult
454,6233,1976,Graduation,married,65991,07-09-2012,21,507,19,364,25,47,9,3,9,5,10,7,0,0,0,0,0,0,3,11,0,1,36,Adult
455,4148,1972,Graduation,married,38988,20-08-2012,90,164,24,103,12,3,42,7,5,1,6,8,0,0,0,0,0,0,3,11,0,3,40,Adult
456,4947,1966,2n Cycle,unmarried,89572,15-09-2012,44,606,24,974,197,194,64,1,7,7,9,4,0,1,0,1,0,0,3,11,1,0,46,Adult
457,3225,1984,Master,married,42207,01-04-2013,71,116,11,72,3,17,46,4,4,1,5,6,1,0,0,0,0,0,3,11,1,1,29,Adult
458,7540,1952,Graduation,married,50300,25-05-2014,52,143,15,60,24,23,5,2,2,1,8,2,0,0,0,0,0,0,3,11,0,1,62,Elder
459,10648,1982,2n Cycle,married,66664,25-09-2012,78,398,96,447,220,96,32,1,5,7,6,3,0,0,0,0,0,0,3,11,0,0,30,Adult
460,1992,1964,Graduation,married,60597,01-01-2014,2,522,0,257,32,16,66,4,2,2,8,7,0,0,0,1,0,0,3,11,1,1,50,Elder
461,7851,1949,Graduation,unmarried,70165,22-09-2013,60,161,0,253,199,191,122,1,3,7,11,1,0,0,0,0,0,0,3,11,0,0,64,Elder
462,8594,1958,PhD,unmarried,50520,28-01-2014,25,112,0,6,2,1,14,2,3,1,3,6,0,0,0,0,0,0,3,11,0,1,56,Elder
463,7059,1963,Graduation,married,80124,26-06-2014,47,483,84,398,205,84,241,1,3,7,8,1,1,0,0,0,0,0,3,11,0,0,51,Elder
464,2815,1975,Graduation,married,33183,24-02-2014,46,7,5,39,17,15,37,2,4,0,3,7,0,0,0,0,0,0,3,11,0,1,39,Adult
465,2416,1969,PhD,unmarried,66582,03-03-2014,83,789,25,420,16,38,0,1,2,8,9,1,0,0,0,0,0,0,3,11,0,0,45,Adult
466,7999,1955,PhD,married,75261,23-04-2013,17,1239,17,413,23,34,17,1,5,6,5,2,0,1,1,0,0,0,3,11,1,0,58,Elder
467,9213,1970,Graduation,unmarried,31880,31-10-2012,13,4,1,5,2,0,3,1,1,0,2,8,0,0,0,0,0,0,3,11,0,1,42,Adult
468,9697,1951,Graduation,married,53790,06-03-2014,86,335,42,127,28,5,5,3,7,2,8,6,0,0,0,0,0,0,3,11,0,2,63,Elder
469,3916,1971,PhD,married,49269,15-08-2012,92,639,8,166,11,8,58,3,7,3,12,7,0,0,0,0,0,0,3,11,0,1,41,Adult
470,2021,1975,Graduation,married,61456,27-03-2013,47,563,76,384,84,192,89,4,6,10,13,4,0,0,0,0,0,0,3,11,0,1,38,Adult
471,1581,1980,Graduation,married,37406,10-10-2013,18,2,0,8,2,2,3,1,1,0,2,8,0,0,0,0,0,0,3,11,1,1,33,Adult
472,564,1981,PhD,married,56937,04-08-2012,81,746,8,125,11,8,8,7,8,6,9,6,0,1,0,0,0,0,3,11,1,1,31,Adult
473,6619,1978,Graduation,married,38415,02-01-2013,91,22,1,13,4,0,4,2,1,0,3,7,0,0,0,0,0,0,3,11,0,2,35,Adult
474,9081,1988,Graduation,unmarried,20518,18-05-2014,58,4,1,6,4,1,9,1,1,1,2,5,0,0,0,0,0,0,3,11,0,1,26,Adult
475,178,1956,Graduation,married,62503,18-02-2013,40,478,0,193,110,75,117,4,8,3,11,5,0,0,0,0,0,0,3,11,0,1,57,Elder
476,916,1972,PhD,unmarried,41644,09-05-2014,67,20,3,4,2,0,2,2,1,0,3,3,0,0,0,0,0,0,3,11,0,2,42,Adult
477,5512,1977,Master,married,55842,23-05-2014,19,451,0,39,0,4,24,1,7,1,8,5,0,0,0,0,0,0,3,11,0,1,37,Adult
478,8970,1972,PhD,married,62010,23-10-2012,93,371,22,39,6,0,92,4,6,2,7,5,0,0,0,0,0,0,3,11,0,1,40,Adult
479,10581,1977,Graduation,married,41124,31-10-2012,41,281,7,84,15,0,119,7,7,3,4,8,0,0,0,0,0,0,3,11,0,1,35,Adult
480,5300,1973,Master,married,38961,30-12-2013,60,19,7,19,0,1,24,1,2,1,2,7,0,0,0,0,0,0,3,11,0,1,40,Adult
481,5154,1972,Master,divorced,37760,11-08-2013,54,26,3,13,2,10,0,1,2,0,3,6,0,0,0,0,0,0,3,11,0,1,41,Adult
482,8346,1974,Graduation,unmarried,32233,19-08-2012,26,138,15,35,25,11,72,2,6,2,2,9,1,0,0,0,0,0,3,11,1,1,38,Adult
483,1676,1975,Graduation,married,43057,30-10-2013,30,213,2,44,0,2,5,4,4,2,5,5,0,0,0,0,0,0,3,11,0,1,38,Adult
484,9286,1960,Master,married,83151,10-10-2012,93,407,28,100,120,74,18,1,5,9,4,3,0,0,0,0,0,0,3,11,0,0,52,Elder
485,2426,1964,PhD,divorced,78825,14-09-2012,35,483,74,114,169,37,18,1,5,10,13,3,0,0,0,0,0,0,3,11,1,0,48,Adult
486,5172,1976,Master,married,65104,14-11-2013,4,738,0,232,13,20,50,2,3,5,7,7,0,0,0,0,0,0,3,11,0,1,37,Adult
487,5562,1974,Graduation,married,60093,26-06-2013,92,502,12,109,16,6,90,2,7,2,10,6,0,0,0,0,0,0,3,11,0,1,39,Adult
488,3436,1969,Graduation,married,14045,26-01-2014,24,11,0,5,2,1,1,1,1,0,3,7,0,0,0,0,0,0,3,11,0,1,45,Adult
489,3921,1952,2n Cycle,unmarried,28457,28-10-2012,96,24,1,108,29,29,14,1,4,1,4,8,0,0,0,0,0,0,3,11,0,0,60,Elder
490,3403,1958,PhD,married,78952,24-09-2012,11,1170,19,594,99,76,134,2,2,5,12,6,0,0,0,0,0,0,3,11,0,1,54,Elder
491,22,1976,Graduation,divorced,46310,03-12-2012,99,185,2,88,15,5,14,2,6,1,5,8,0,0,0,0,0,0,3,11,0,1,36,Adult
492,10965,1955,Graduation,married,76005,22-02-2013,72,983,20,389,240,50,40,1,3,5,13,6,0,0,0,1,0,0,3,11,0,0,58,Elder
493,9426,1964,Master,unmarried,58308,12-01-2013,77,691,0,69,10,0,130,4,2,6,3,8,0,0,0,0,0,0,3,11,0,1,49,Adult
494,6605,1944,PhD,divorced,55614,27-11-2013,85,504,13,131,8,0,26,1,9,4,6,7,0,1,0,0,0,0,3,11,0,0,69,Elder
495,3136,1962,Master,divorced,59432,13-04-2013,88,317,25,265,25,19,12,3,5,3,11,5,0,0,0,0,0,0,3,11,0,1,51,Elder
496,8737,1978,Graduation,divorced,55563,05-04-2014,22,29,1,9,2,0,2,1,2,0,3,3,0,0,0,0,0,0,3,11,0,1,36,Adult
497,11088,1971,PhD,married,78642,21-04-2013,83,1396,0,322,46,35,17,1,4,9,4,6,0,0,0,0,0,0,3,11,0,1,42,Adult
498,716,1949,PhD,married,67911,22-05-2014,63,529,0,356,63,28,0,3,6,7,11,3,0,0,0,0,0,0,3,11,0,1,65,Elder
499,466,1944,Graduation,married,65275,03-04-2013,9,388,14,218,91,14,21,1,4,3,13,2,0,0,0,0,0,0,3,11,0,0,69,Elder
500,9135,1950,Graduation,married,27203,06-08-2012,92,13,2,21,4,0,24,2,1,1,2,8,0,0,0,0,0,0,3,11,0,2,62,Elder
501,10623,1961,Master,married,48330,15-11-2013,2,28,0,4,0,0,0,1,1,0,3,5,0,0,0,0,0,0,3,11,0,1,52,Elder
502,8151,1990,Basic,married,24279,29-12-2012,6,16,36,21,20,62,108,1,4,1,3,8,0,0,0,0,0,0,3,11,0,0,22,Adult
503,5140,1985,PhD,married,64355,24-08-2012,66,1047,0,140,67,38,153,2,4,3,12,8,0,0,0,0,0,0,3,11,0,1,27,Adult
504,10160,1956,Master,married,50943,21-06-2013,49,31,0,7,2,0,6,1,1,0,3,5,0,0,0,0,0,0,3,11,0,1,57,Elder
505,4945,1953,Graduation,unmarried,53653,07-11-2012,29,815,10,239,28,10,108,2,10,4,12,6,0,0,0,0,0,0,3,11,0,0,59,Elder
506,10584,1976,Graduation,married,65665,02-12-2013,77,225,162,387,106,36,29,1,5,10,8,3,0,0,0,0,0,0,3,11,0,1,37,Adult
507,6071,1989,Graduation,unmarried,81217,19-07-2013,77,493,70,324,146,40,84,1,3,7,11,1,0,0,0,0,0,0,3,11,0,0,24,Adult
508,3386,1992,Graduation,married,34935,21-06-2013,71,34,4,66,3,10,20,1,2,1,4,7,0,0,0,0,0,0,3,11,0,0,21,Adult
509,8939,1959,Graduation,divorced,61250,16-12-2012,49,382,138,65,60,26,59,6,5,2,12,5,0,0,0,0,0,0,3,11,0,1,53,Elder
510,9925,1981,PhD,married,39665,25-05-2013,97,127,1,56,0,1,31,3,4,2,3,7,1,0,0,0,0,0,3,11,0,1,32,Adult
511,4320,1979,Graduation,unmarried,60152,28-03-2013,6,325,83,300,86,58,91,1,6,4,12,3,0,0,0,0,0,0,3,11,0,1,34,Adult
512,5389,1964,Graduation,married,48920,20-10-2013,93,238,17,68,8,10,6,3,6,2,5,7,0,1,0,0,0,0,3,11,0,2,49,Adult
513,6036,1959,Master,married,89120,17-03-2014,78,1168,92,408,72,129,55,1,5,6,7,1,0,0,1,0,0,0,3,11,0,0,55,Elder
514,182,1946,PhD,married,44124,11-05-2013,62,284,0,55,0,6,52,4,6,2,5,8,0,0,0,0,0,0,3,11,0,1,67,Elder
515,203,1975,Master,unmarried,81169,14-04-2013,47,1288,20,613,80,61,27,1,5,7,9,2,0,0,0,0,0,0,3,11,0,0,38,Adult
516,11025,1961,Graduation,married,36443,03-02-2013,9,65,0,46,4,3,20,4,3,1,3,8,0,0,0,0,0,0,3,11,0,2,52,Elder
517,10203,1990,Graduation,unmarried,26095,30-06-2013,77,11,7,9,3,1,11,1,1,0,3,7,0,0,0,0,0,0,3,11,0,1,23,Adult
518,4607,1959,Graduation,married,71367,23-08-2013,24,227,23,389,42,21,75,1,4,5,7,2,0,0,0,0,0,0,3,11,0,0,54,Elder
519,3711,1944,Master,married,80184,01-03-2014,19,1035,134,670,25,38,0,1,6,3,10,3,0,0,1,1,0,0,3,11,0,0,70,Elder
520,3696,1965,Graduation,divorced,30630,27-01-2014,67,27,1,12,2,0,10,2,2,0,3,7,0,0,0,0,0,0,3,11,0,2,49,Adult
521,2532,1987,Master,unmarried,73454,01-03-2014,95,982,73,351,56,14,175,1,2,4,6,5,1,0,0,0,0,0,3,11,0,0,27,Adult
522,9214,1991,Graduation,married,42691,16-08-2013,48,179,2,64,38,17,58,1,5,1,6,5,0,0,0,0,0,0,3,11,0,0,22,Adult
523,4943,1953,Graduation,married,70503,30-09-2012,73,1379,33,216,0,33,66,1,2,4,9,6,0,1,1,0,0,0,3,11,0,0,59,Elder
524,35,1987,Graduation,married,25545,08-09-2012,35,32,1,64,16,12,85,3,2,2,3,6,0,0,0,0,0,0,3,11,1,1,25,Adult
525,2258,1986,Graduation,married,32880,04-12-2012,76,8,4,15,7,6,2,1,1,0,3,8,0,0,0,0,0,0,3,11,0,1,26,Adult
526,4322,1958,PhD,married,77863,27-11-2013,20,881,38,319,16,25,12,1,4,5,10,2,0,0,0,0,0,0,3,11,0,0,55,Elder
527,713,1977,Master,married,50353,08-06-2014,72,141,15,153,67,31,35,1,4,4,6,3,0,0,0,0,0,0,3,11,0,0,37,Adult
528,4702,1964,Graduation,unmarried,61839,12-08-2012,20,1000,155,379,224,17,120,1,4,8,4,8,0,0,0,0,0,0,3,11,0,0,48,Adult
529,3281,1960,PhD,married,49154,03-11-2013,69,206,10,67,30,27,71,6,4,1,8,6,0,0,0,0,0,0,3,11,0,2,53,Elder
530,702,1975,2n Cycle,unmarried,47682,15-02-2013,80,162,61,83,97,57,61,4,4,3,8,5,0,0,0,0,0,0,3,11,0,1,38,Adult
531,2004,1969,Graduation,unmarried,72679,18-09-2013,65,619,54,260,127,54,54,1,4,7,5,1,0,0,0,0,0,0,3,11,0,1,44,Adult
532,4769,1977,Master,married,57954,18-06-2014,52,456,4,24,0,0,9,7,8,2,6,7,0,1,0,0,0,0,3,11,0,2,37,Adult
533,4437,1962,Graduation,married,65316,24-04-2013,65,112,6,92,3,9,38,2,3,2,5,4,0,0,0,0,0,0,3,11,0,2,51,Elder
534,8724,1982,Graduation,unmarried,28567,17-06-2013,57,11,3,22,2,2,6,2,2,0,3,6,0,0,0,0,0,0,3,11,0,1,31,Adult
535,10741,1951,Master,married,47352,11-04-2013,70,172,12,112,8,0,15,4,6,1,5,7,0,0,0,0,0,0,3,11,0,1,62,Elder
536,1991,1967,Graduation,married,44931,18-01-2014,0,78,0,11,0,0,7,1,2,1,3,5,0,0,0,0,0,0,3,11,0,1,47,Adult
537,6931,1967,Graduation,divorced,76982,15-02-2014,19,464,151,292,65,60,30,1,8,3,4,4,0,0,1,0,0,0,3,11,1,0,47,Adult
538,11096,1952,2n Cycle,married,57247,08-08-2013,50,99,4,32,37,54,6,2,2,1,7,2,0,0,0,0,0,0,3,11,0,1,61,Elder
539,304,1981,Master,unmarried,22944,23-12-2013,67,19,3,19,4,5,26,3,3,0,3,7,0,0,0,0,0,0,3,11,0,1,32,Adult
540,3665,1977,2n Cycle,married,25315,07-11-2013,46,1,9,8,11,3,22,3,3,0,3,8,0,0,0,0,0,0,3,11,0,1,36,Adult
541,10591,1969,Graduation,unmarried,43638,06-08-2012,37,63,10,83,7,19,19,2,4,1,4,7,0,0,0,0,0,0,3,11,0,1,43,Adult
542,5036,1984,PhD,unmarried,42710,28-11-2012,38,252,3,42,4,3,102,2,4,5,3,6,0,0,0,0,0,0,3,11,0,1,28,Adult
543,5547,1982,PhD,married,84169,07-08-2013,9,1478,19,403,0,19,0,1,7,6,6,3,0,1,1,0,0,0,3,11,1,0,31,Adult
544,7822,1976,Graduation,married,54058,04-06-2013,56,198,18,252,32,108,54,2,4,6,8,3,0,0,0,0,0,0,3,11,0,1,37,Adult
545,8541,1990,2n Cycle,married,24683,08-03-2014,98,8,4,10,6,7,6,2,2,0,4,5,0,0,0,0,0,0,3,11,0,1,24,Adult
546,10955,1964,Graduation,unmarried,85620,07-01-2014,68,416,46,925,60,107,46,1,3,6,4,1,0,0,0,0,0,0,3,11,1,0,50,Elder
547,4368,1980,Graduation,married,47850,03-12-2013,72,42,7,43,20,12,10,1,3,0,4,6,0,0,0,0,0,0,3,11,0,1,33,Adult
548,9671,1968,Graduation,married,19514,26-01-2014,47,14,3,21,2,1,28,4,3,1,2,8,1,0,0,0,0,0,3,11,1,2,46,Adult
549,2256,1973,Master,married,27159,29-03-2014,33,17,0,3,0,0,1,2,1,0,3,6,0,0,0,0,0,0,3,11,0,2,41,Adult
550,4279,1963,2n Cycle,unmarried,39548,31-03-2014,87,15,4,10,3,4,18,2,1,1,3,3,0,0,0,0,0,0,3,11,0,2,51,Elder
551,5371,1989,Graduation,unmarried,21474,08-04-2014,0,6,16,24,11,0,34,2,3,1,2,7,1,0,0,0,0,0,3,11,1,1,25,Adult
552,9240,1971,PhD,unmarried,60504,07-02-2014,73,458,0,24,6,4,34,2,6,2,8,6,0,0,0,0,0,0,3,11,0,1,43,Adult
553,9460,1963,Graduation,married,22419,18-04-2013,74,30,3,47,19,21,42,1,3,2,2,8,0,0,0,0,0,0,3,11,0,0,50,Elder
554,9504,1949,Master,married,81698,06-11-2013,4,179,28,520,111,123,47,1,3,8,13,1,0,0,0,0,0,0,3,11,1,0,64,Elder
555,8692,1952,Graduation,married,43462,12-09-2012,50,90,17,97,15,6,15,6,4,1,5,8,0,0,0,0,0,0,3,11,0,2,60,Elder
556,448,1978,PhD,unmarried,54880,01-03-2013,57,308,85,137,102,45,118,2,6,2,11,5,0,0,0,0,0,0,3,11,0,1,35,Adult
557,8314,1982,Graduation,married,79908,05-04-2013,30,557,129,761,29,185,111,1,5,6,7,2,0,0,1,0,0,0,3,11,0,0,31,Adult
558,8420,1970,2n Cycle,married,15315,03-08-2013,27,7,4,13,15,8,17,2,2,0,4,5,0,0,0,0,0,0,3,11,0,0,43,Adult
559,3174,1959,Graduation,married,87771,22-05-2013,61,1492,38,287,50,57,33,1,5,10,4,6,0,1,1,1,1,0,3,11,1,1,54,Elder
560,7685,1978,Graduation,married,33039,09-09-2013,4,30,8,12,8,8,12,1,2,0,4,5,0,0,0,0,0,0,3,11,0,1,35,Adult
561,3179,1980,Graduation,unmarried,81741,16-06-2013,75,249,153,940,58,134,38,0,6,6,7,2,0,0,0,0,0,0,3,11,0,0,33,Adult
562,9780,1971,Master,married,71499,25-06-2013,12,465,25,132,136,0,37,2,8,3,13,4,0,0,0,0,0,0,3,11,0,1,42,Adult
563,10681,1970,2n Cycle,married,62466,15-01-2014,13,129,129,259,168,121,83,5,6,3,12,4,0,0,0,0,0,0,3,11,0,1,44,Adult
564,10232,1963,PhD,divorced,48799,05-11-2013,9,174,18,81,28,6,24,3,3,2,7,3,0,0,0,0,0,0,3,11,0,1,50,Elder
565,4184,1950,PhD,married,52157,07-06-2014,48,189,2,29,3,2,40,2,3,2,5,4,0,0,0,0,0,0,3,11,0,1,64,Elder
566,9120,1962,Graduation,unmarried,66565,05-12-2012,80,747,10,161,65,40,42,4,4,2,9,8,0,0,0,0,0,0,3,11,0,1,50,Elder
567,891,1951,Master,married,29298,07-09-2013,60,6,0,2,2,0,1,1,1,0,2,5,0,0,0,0,0,0,3,11,0,2,62,Elder
568,10381,1979,Graduation,unmarried,47691,05-07-2013,43,14,0,3,0,0,4,1,1,0,2,6,0,0,0,0,0,0,3,11,0,1,34,Adult
569,3525,1970,Graduation,married,38200,07-12-2012,19,12,0,4,0,0,1,1,1,0,2,7,0,0,0,0,0,0,3,11,0,2,42,Adult
570,6818,1974,Graduation,married,44989,12-09-2012,26,98,0,106,49,10,106,5,5,1,5,6,0,0,0,0,0,0,3,11,0,1,38,Adult
571,3526,1968,PhD,married,38443,27-01-2014,58,32,0,5,0,0,1,2,1,0,3,7,0,0,0,0,0,0,3,11,0,2,46,Adult
572,8181,1978,2n Cycle,unmarried,38593,13-09-2013,42,51,12,49,17,24,24,3,4,1,3,8,0,0,0,0,0,0,3,11,0,1,35,Adult
573,1029,1970,PhD,married,64413,01-08-2013,27,200,5,44,0,10,20,1,5,1,5,5,0,0,0,0,0,0,3,11,0,1,43,Adult
574,7369,1981,Master,married,36959,02-10-2013,56,25,6,25,6,0,0,2,2,0,3,8,0,0,0,0,0,0,3,11,0,1,32,Adult
575,2574,1977,PhD,married,61996,31-01-2013,27,1050,12,144,0,0,24,3,6,4,8,5,0,1,0,1,1,0,3,11,1,1,36,Adult
576,8159,1968,Graduation,married,51287,01-04-2014,10,117,0,22,13,0,30,3,4,1,3,7,0,0,0,0,0,0,3,11,0,2,46,Adult
577,1160,1970,Graduation,married,13260,23-08-2013,48,9,4,17,10,2,7,4,3,0,3,8,0,0,0,0,0,0,3,11,0,2,43,Adult
578,10242,1966,PhD,married,47472,16-09-2013,39,56,0,11,0,0,8,2,2,0,4,5,0,0,0,0,0,0,3,11,0,2,47,Adult
579,5253,1956,Master,married,54603,09-07-2013,85,145,13,46,17,2,4,6,4,2,4,7,0,0,0,0,0,0,3,11,0,2,57,Elder
580,5966,1974,PhD,married,45207,10-11-2012,64,203,0,10,0,0,2,5,3,1,6,6,0,1,0,0,0,0,3,11,0,2,38,Adult
581,5314,1951,Graduation,married,40689,18-03-2013,69,270,3,27,39,6,99,7,7,1,5,8,0,0,0,0,0,0,3,11,0,1,62,Elder
582,5081,1967,2n Cycle,married,47821,20-10-2013,54,9,0,16,6,6,10,1,1,0,3,8,0,0,0,0,0,0,3,11,0,2,46,Adult
583,5123,1951,Master,married,27450,15-04-2013,57,37,12,23,8,11,52,1,2,1,3,7,0,0,0,0,0,0,3,11,0,0,62,Elder
584,5756,1983,Graduation,married,39453,03-04-2014,64,46,0,7,0,0,2,2,2,0,3,6,0,0,0,0,0,0,3,11,0,1,31,Adult
585,8036,1971,2n Cycle,married,26850,18-04-2014,10,31,1,13,7,2,9,4,2,1,4,4,0,0,0,0,0,0,3,11,0,2,43,Adult
586,9058,1955,Graduation,unmarried,79800,23-09-2012,65,1060,21,530,32,0,224,1,5,11,5,3,1,0,1,1,0,0,3,11,1,0,57,Elder
587,5057,1961,Master,married,61794,14-09-2013,74,264,47,188,54,47,11,2,4,4,10,2,0,0,0,0,0,0,3,11,0,1,52,Elder
588,254,1955,Graduation,married,53863,17-05-2014,4,399,4,30,6,4,30,3,7,1,7,7,0,1,0,0,0,0,3,11,0,1,59,Elder
589,4179,1959,Graduation,married,24221,20-08-2013,94,8,9,9,2,5,22,1,1,1,3,4,0,0,0,0,0,0,3,11,0,0,54,Elder
590,3710,1984,PhD,unmarried,39684,12-10-2012,41,19,0,35,6,4,17,2,2,1,2,7,0,0,0,0,0,1,3,11,1,1,28,Adult
591,7627,1975,Master,married,92163,12-12-2012,25,817,183,797,106,163,20,0,5,11,5,2,0,0,1,1,0,0,3,11,1,0,37,Adult
592,4501,1965,Master,unmarried,69882,10-11-2013,94,292,127,635,132,127,165,1,3,7,9,1,0,0,0,0,0,0,3,11,0,0,48,Adult
593,6424,1977,Graduation,married,33178,30-01-2014,9,12,6,2,11,2,16,1,1,0,3,4,0,0,0,0,0,0,3,11,0,1,37,Adult
594,3075,1972,PhD,married,59973,11-09-2013,47,130,30,168,20,34,0,1,3,4,7,1,0,0,0,0,0,0,3,11,0,0,41,Adult
595,4992,1975,Master,married,17459,19-09-2013,12,6,4,16,3,10,30,3,3,1,2,7,0,0,0,0,0,0,3,11,1,1,38,Adult
596,5252,1969,Graduation,divorced,23910,26-10-2012,80,16,12,18,7,1,13,1,2,0,3,7,0,0,0,0,0,0,3,11,0,1,43,Adult
597,7444,1969,Master,married,42169,19-10-2013,20,19,0,9,0,0,2,2,1,0,3,8,0,0,0,0,0,0,3,11,0,2,44,Adult
598,6919,1978,2n Cycle,married,26224,04-06-2013,39,4,7,15,13,9,15,3,2,1,3,6,0,0,0,0,0,0,3,11,0,1,35,Adult
599,3537,1981,Graduation,married,31089,17-08-2012,57,31,3,31,2,8,4,3,3,0,4,8,0,0,0,0,0,0,3,11,0,1,31,Adult
600,10277,1961,Graduation,unmarried,30081,21-02-2013,27,36,0,2,0,0,4,1,1,0,3,7,0,0,0,0,0,0,3,11,0,1,52,Elder
601,2453,1960,Graduation,married,62807,31-08-2012,83,526,28,135,10,21,99,3,5,3,12,5,0,0,0,0,0,0,3,11,0,1,52,Elder
602,7972,1955,Graduation,unmarried,72906,17-09-2013,79,400,32,519,71,75,54,1,3,4,9,1,0,0,0,0,0,0,3,11,0,0,58,Elder
603,895,1948,PhD,married,61467,09-12-2012,69,410,16,114,0,5,49,3,5,2,10,5,0,0,0,0,0,0,3,11,0,2,64,Elder
604,1177,1966,Master,married,49618,26-01-2013,77,80,3,26,4,2,14,4,3,1,3,7,0,0,0,0,0,0,3,11,0,2,47,Adult
