,ID,Year_Birth,Marital_Status,Income,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response,numberofkids,Age,x0_2n Cycle,x0_Basic,x0_Graduation,x0_Master,x0_PhD
610,7930,1969.0,0,26877.0,19-08-2013,74,101.0,13.0,76.0,20.0,18.0,40.0,2.0,3.0,1.0,6,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3,11,0,0,44.0,0.0,0.0,0.0,1.0,0.0
611,4587,1944.0,0,45006.0,18-07-2013,90,162.0,25.0,53.0,16.0,0.0,10.0,1.0,3.0,1.0,7,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3,11,0,0,69.0,0.0,0.0,0.0,1.0,0.0
612,6682,1973.0,1,18978.0,11-12-2012,41,2.0,8.0,1.0,4.0,7.0,15.0,1.0,1.0,0.0,3,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3,11,0,1,39.0,0.0,1.0,0.0,0.0,0.0
613,6222,1967.0,1,22574.0,28-10-2013,28,25.0,0.0,8.0,2.0,0.0,2.0,2.0,2.0,0.0,3,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3,11,0,3,46.0,0.0,0.0,1.0,0.0,0.0
614,10299,1969.0,0,48240.0,09-11-2012,73,389.0,91.0,248.0,64.0,49.0,41.0,3.0,6.0,3.0,13,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3,11,1,0,43.0,0.0,0.0,0.0,0.0,1.0
615,3083,1974.0,1,45837.0,26-07-2013,88,215.0,13.0,87.0,17.0,17.0,24.0,5.0,6.0,2.0,5,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3,11,0,2,39.0,0.0,0.0,1.0,0.0,0.0
616,8953,1965.0,0,35791.0,06-05-2013,94,27.0,0.0,5.0,0.0,0.0,3.0,2.0,1.0,0.0,3,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3,11,0,3,48.0,0.0,0.0,0.0,1.0,0.0
617,1503,1976.0,1,52247.25135379061,03-06-2013,31,85.0,1.0,16.0,2.0,1.0,2.0,0.0,0.0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3,11,0,2,37.0,0.0,0.0,0.0,0.0,1.0
618,8650,1978.0,0,54162.0,18-03-2013,31,5.0,6.0,10.0,6.0,5.0,10.0,1.0,1.0,0.0,3,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3,11,0,2,35.0,0.0,0.0,1.0,0.0,0.0
619,10862,1960.0,1,30522.0,17-08-2012,6,179.0,8.0,83.0,19.0,11.0,26.0,5.0,1.0,2.0,9,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3,11,0,1,52.0,0.0,0.0,0.0,1.0,0.0
620,2782,1961.0,1,54456.0,11-07-2013,23,352.0,0.0,27.0,10.0,0.0,15.0,3.0,6.0,1.0,7,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3,11,0,1,52.0,0.0,0.0,0.0,0.0,1.0
621,6941,1971.0,0,31632.0,14-07-2013,92,17.0,8.0,12.0,11.0,15.0,32.0,1.0,2.0,1.0,2,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3,11,0,0,42.0,0.0,0.0,1.0,0.0,0.0
622,10972,1949.0,0,72298.0,10-03-2014,52,625.0,35.0,169.0,58.0,17.0,35.0,1.0,4.0,3.0,6,1.0,0.0,0.07455357142857143,0.07276785714285715,0.0,0.0,0.0,3,11,0,0,65.0,0.0,0.0,1.0,0.0,0.0
623,10708,1978.0,0,36975.0,28-12-2013,50,10.0,6.0,11.0,0.0,4.0,2.0,1.0,1.0,0.0,3,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3,11,0,1,35.0,1.0,0.0,0.0,0.0,0.0
624,6583,1955.0,1,72635.0,03-06-2013,54,390.0,22.0,323.0,104.0,35.0,107.0,1.0,6.0,8.0,6,3.0,0.0,0.0,0.0,0.06428571428571428,0.0,0.0,3,11,0,0,58.0,1.0,0.0,0.0,0.0,0.0
625,3641,1976.0,1,13624.0,20-01-2013,93,10.0,2.0,15.0,2.0,1.0,6.0,2.0,2.0,0.0,3,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3,11,0,1,37.0,0.0,0.0,1.0,0.0,0.0
626,10156,1975.0,0,84196.0,03-06-2013,56,215.0,63.0,507.0,37.52544642857143,31.0,190.0,1.0,8.0,4.0,7,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3,11,0,1,38.0,0.0,0.0,1.0,0.0,0.0
627,4299,1960.0,1,70971.0,21-09-2012,28,1001.0,17.0,572.0,93.0,125.0,17.0,7.0,11.0,11.0,5,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3,11,1,1,52.0,0.0,0.0,1.0,0.0,0.0
628,3469,1977.0,0,34487.0,06-09-2012,94,19.0,18.0,33.0,24.0,1.0,8.0,3.0,3.0,0.0,3,9.0,0.0,0.0,0.0,0.0,0.0,0.0,3,11,0,2,35.0,0.0,0.0,0.0,0.0,1.0
629,5063,1977.0,0,28769.0,18-12-2012,76,41.0,5.0,129.0,10.0,3.0,3.0,3.0,4.0,1.0,4,9.0,0.0,0.0,0.0,0.0,0.0,0.0,3,11,0,1,35.0,0.0,0.0,1.0,0.0,0.0
630,10727,1970.0,1,69084.0,19-11-2013,43,1181.0,107.0,199.0,39.0,30.0,30.0,2.0,7.0,3.0,13,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3,11,0,1,43.0,0.0,0.0,0.0,0.0,1.0
631,9624,1958.0,1,65488.0,13-06-2014,46,603.0,45.0,207.0,36.0,18.0,54.0,1.0,3.0,4.0,6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3,11,0,0,56.0,0.0,0.0,0.0,0.0,1.0
632,5156,1970.0,1,62466.0,15-01-2014,13,129.0,129.0,259.0,168.0,121.0,83.0,5.0,6.0,3.0,12,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3,11,0,1,44.0,1.0,0.0,0.0,0.0,0.0
633,4376,1960.0,0,32218.0,15-02-2014,27,10.0,24.0,15.0,13.0,1.0,30.0,1.0,2.0,1.0,3,7.0,0.07276785714285715,0.0,0.0,0.0,0.0,0.0,3,11,1,0,54.0,1.0,0.0,0.0,0.0,0.0
634,8923,1973.0,0,83917.0,18-04-2013,12,514.0,22.0,732.0,42.0,27.06294642857143,79.0,1.0,6.0,7.0,7,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3,11,1,0,40.0,0.0,0.0,1.0,0.0,0.0
635,8461,1962.0,0,46102.0,10-03-2014,3,14.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,2,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3,11,0,3,52.0,0.0,0.0,1.0,0.0,0.0
636,6945,1952.0,0,84574.0,04-06-2013,72,387.0,20.0,713.0,38.0,54.0,163.0,1.0,9.0,11.0,11,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3,11,0,0,61.0,0.0,0.0,1.0,0.0,0.0
637,944,1962.0,1,56181.0,08-01-2013,6,121.0,103.0,69.0,8.0,44.0,48.0,1.0,4.0,2.0,7,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3,11,0,1,51.0,0.0,0.0,1.0,0.0,0.0
638,1907,1950.0,0,63120.0,28-09-2012,53,965.0,69.0,279.0,54.0,41.0,69.0,5.0,8.0,4.0,9,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3,11,1,1,62.0,0.0,0.0,0.0,1.0,0.0
639,701,1971.0,1,73691.0,06-11-2013,58,707.0,21.0,250.0,85.0,43.0,73.0,2.0,6.0,2.0,8,2.0,0.07276785714285715,0.0,0.0,0.0,0.0,0.0,3,11,0,1,42.0,0.0,0.0,1.0,0.0,0.0
640,3856,1960.0,1,63381.0,05-10-2012,78,571.0,50.0,142.0,33.0,50.0,159.0,4.0,4.0,5.0,13,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3,11,0,1,52.0,0.0,0.0,1.0,0.0,0.0
641,4149,1948.0,1,76140.0,13-05-2014,57,586.0,66.0,653.0,17.0,0.0,26.0,1.0,5.0,9.0,6,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3,11,0,0,66.0,0.0,0.0,0.0,0.0,1.0
642,2131,1959.0,0,62859.0,30-12-2012,37,1063.0,89.0,102.0,16.0,12.0,25.0,4.0,9.0,4.0,6,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3,11,0,1,53.0,0.0,0.0,0.0,0.0,1.0
643,2942,1964.0,0,45906.0,07-05-2013,20,305.0,3.0,27.0,4.0,3.0,144.0,2.0,5.0,4.0,4,5.0,0.07276785714285715,0.0,0.0,0.0,0.0,0.0,3,11,0,1,49.0,0.0,0.0,1.0,0.0,0.0
644,1173,1947.0,1,77632.0,10-03-2013,73,1200.0,105.0,758.0,0.0,42.0,147.0,1.0,4.0,2.0,6,2.0,0.0,0.07455357142857143,0.07276785714285715,0.0,0.0,0.0,3,11,1,0,66.0,0.0,0.0,0.0,1.0,0.0
645,4381,1971.0,1,46463.0,18-08-2013,56,163.0,2.0,40.0,8.0,11.0,11.0,7.0,3.0,1.0,6,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3,11,0,2,42.0,0.0,0.0,0.0,0.0,1.0
646,4611,1970.0,1,105471.0,21-01-2013,36,1009.0,26.302232142857143,104.0,37.52544642857143,21.0,44.021875,0.0,9.0,8.0,13,3.0,0.0,0.0,0.07276785714285715,0.06428571428571428,0.0,0.0,3,11,1,0,43.0,0.0,0.0,1.0,0.0,0.0
647,3376,1970.0,0,55282.0,13-12-2013,9,125.0,6.0,73.0,8.0,4.0,19.0,1.0,3.0,1.0,6,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3,11,0,1,43.0,0.0,0.0,0.0,1.0,0.0
648,4679,1977.0,1,78710.0,23-05-2014,42,721.0,0.0,152.0,119.0,50.0,50.0,3.0,7.0,6.0,12,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3,11,0,1,37.0,0.0,0.0,0.0,1.0,0.0
649,10928,1958.0,1,66886.0,16-09-2013,28,315.0,4.0,62.0,41.0,31.0,146.0,2.0,7.0,1.0,7,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3,11,0,1,55.0,0.0,0.0,1.0,0.0,0.0
650,4248,1960.0,0,98777.0,17-02-2014,23,1000.0,19.0,711.0,125.0,115.0,38.0,0.0,4.0,6.0,9,1.0,0.0,0.07455357142857143,0.0,0.0,0.0,0.0,3,11,0,0,54.0,0.0,0.0,0.0,1.0,0.0
651,6728,1985.0,1,29103.0,27-08-2012,38,16.0,0.0,17.0,6.0,3.0,6.0,2.0,1.0,0.0,3,9.0,0.0,0.0,0.0,0.0,0.0,0.0,3,11,0,1,27.0,0.0,0.0,1.0,0.0,0.0
652,6661,1974.0,1,67445.0,12-08-2012,63,757.0,80.0,217.0,29.0,80.0,11.0,5.0,9.0,6.0,12,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3,11,0,1,38.0,0.0,0.0,1.0,0.0,0.0
653,4725,1950.0,1,50616.0,13-04-2014,71,30.0,2.0,25.0,0.0,1.0,9.0,1.0,1.0,1.0,4,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3,11,0,1,64.0,0.0,0.0,0.0,0.0,1.0
654,3277,1955.0,0,49431.0,03-08-2012,9,219.0,3.0,100.0,26.0,0.0,17.0,2.0,7.0,1.0,5,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3,11,0,1,57.0,0.0,0.0,1.0,0.0,0.0
655,5555,1975.0,0,52247.25135379061,07-02-2014,81,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,11,0,0,39.0,0.0,0.0,1.0,0.0,0.0
656,2564,1953.0,1,61278.0,04-01-2014,87,111.0,3.0,28.0,2.0,6.0,15.0,2.0,3.0,1.0,4,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3,11,0,1,61.0,0.0,0.0,1.0,0.0,0.0
657,946,1958.0,1,26490.0,22-09-2012,92,45.0,47.0,52.0,21.0,20.0,25.0,2.0,3.0,1.0,5,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3,11,0,0,54.0,1.0,0.0,0.0,0.0,0.0
658,3867,1947.0,1,73059.0,31-08-2013,36,410.0,112.0,420.0,0.0,82.0,71.0,1.0,9.0,3.0,13,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3,11,0,1,66.0,0.0,0.0,0.0,0.0,1.0
659,6940,1966.0,0,46734.0,21-10-2013,86,100.0,1.0,39.0,6.0,1.0,76.0,4.0,3.0,2.0,3,6.0,0.07276785714285715,0.0,0.0,0.0,0.0,0.0,3,11,0,3,47.0,0.0,0.0,0.0,0.0,1.0
660,55,1963.0,1,56253.0,07-12-2012,83,509.0,0.0,65.0,7.0,11.0,5.0,4.0,7.0,2.0,9,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3,11,0,1,49.0,0.0,0.0,1.0,0.0,0.0
661,7093,1985.0,1,19986.0,14-11-2013,74,3.0,6.0,5.0,0.0,2.0,6.0,1.0,0.0,0.0,3,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3,11,0,1,28.0,0.0,0.0,1.0,0.0,0.0
662,5084,1975.0,0,58330.0,25-12-2013,87,445.0,53.0,213.0,104.0,98.0,151.0,1.0,6.0,4.0,13,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3,11,0,1,38.0,0.0,0.0,1.0,0.0,0.0
663,1777,1980.0,1,25965.0,07-09-2012,29,2.0,2.0,11.0,41.0,7.0,11.0,1.0,2.0,0.0,3,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3,11,0,0,32.0,0.0,1.0,0.0,0.0,0.0
664,8162,1956.0,1,14661.0,01-01-2013,88,4.0,1.0,11.0,6.0,2.0,2.0,1.0,1.0,0.0,3,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3,11,0,0,57.0,0.0,0.0,0.0,1.0,0.0
665,10826,1959.0,1,18690.0,28-12-2012,77,6.0,1.0,7.0,23.0,4.0,19.0,1.0,1.0,1.0,2,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3,11,0,0,53.0,0.0,0.0,1.0,0.0,0.0
666,8754,1974.0,1,45068.0,16-05-2013,25,14.0,0.0,3.0,0.0,0.0,3.0,1.0,1.0,0.0,2,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3,11,0,1,39.0,0.0,0.0,0.0,0.0,1.0
667,1987,1987.0,0,21063.0,25-09-2013,34,1.0,10.0,11.0,19.0,3.0,15.0,2.0,2.0,0.0,3,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3,11,0,1,26.0,0.0,1.0,0.0,0.0,0.0
668,11007,1968.0,1,29187.0,09-05-2013,43,26.0,0.0,6.0,0.0,0.0,2.0,1.0,1.0,0.0,3,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3,11,0,1,45.0,0.0,0.0,0.0,0.0,1.0
669,7426,1971.0,1,54690.0,07-11-2013,76,111.0,16.0,37.0,7.0,9.0,18.0,3.0,3.0,1.0,5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3,11,0,2,42.0,1.0,0.0,0.0,0.0,0.0
670,9153,1964.0,1,59304.0,29-07-2013,81,418.0,61.0,428.0,80.0,51.0,10.0,3.0,7.0,8.0,10,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3,11,0,1,49.0,0.0,0.0,0.0,0.0,1.0
671,10379,1962.0,0,59247.0,08-11-2013,87,327.0,9.0,122.0,19.0,14.0,83.0,5.0,5.0,2.0,9,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3,11,0,2,51.0,0.0,0.0,0.0,1.0,0.0
672,9204,1970.0,0,66731.0,12-09-2012,33,371.0,26.302232142857143,194.0,58.0,106.0,141.0,4.0,4.0,3.0,6,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3,11,0,1,42.0,0.0,0.0,1.0,0.0,0.0
673,3197,1980.0,1,77353.0,16-12-2013,38,275.0,59.0,107.0,69.0,101.0,59.0,2.0,6.0,4.0,8,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3,11,0,1,33.0,0.0,0.0,1.0,0.0,0.0
674,2920,1975.0,0,52614.0,01-12-2012,63,789.0,0.0,142.0,12.0,9.0,38.0,2.0,2.0,4.0,8,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3,11,0,1,37.0,0.0,0.0,0.0,0.0,1.0
675,6961,1974.0,1,26751.0,22-05-2014,26,1.0,1.0,5.0,0.0,3.0,1.0,1.0,1.0,0.0,2,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3,11,0,2,40.0,0.0,0.0,1.0,0.0,0.0
676,4673,1963.0,1,81300.0,30-10-2012,17,1004.0,12.0,145.0,32.0,12.0,36.0,3.0,10.0,3.0,5,5.0,0.0,0.0,0.0,0.06428571428571428,0.0,0.0,3,11,1,1,49.0,0.0,0.0,0.0,0.0,1.0
677,9937,1979.0,0,70337.0,02-01-2014,75,187.0,81.0,149.0,25.0,43.0,91.0,1.0,2.0,2.0,12,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3,11,0,0,35.0,0.0,0.0,1.0,0.0,0.0
678,8779,1985.0,1,36145.0,16-06-2013,13,56.0,4.0,76.0,17.0,1.0,18.0,4.0,4.0,1.0,3,9.0,0.07276785714285715,0.0,0.0,0.0,0.0,0.0,3,11,1,1,28.0,1.0,0.0,0.0,0.0,0.0
679,9596,1980.0,0,65295.0,23-12-2013,19,365.0,32.0,117.0,34.0,110.0,6.0,1.0,3.0,3.0,13,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3,11,0,0,33.0,0.0,0.0,0.0,0.0,1.0
680,2891,1963.0,0,68118.0,18-10-2013,51,595.0,23.0,123.0,10.0,23.0,154.0,2.0,8.0,9.0,4,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3,11,0,1,50.0,0.0,0.0,1.0,0.0,0.0
681,4910,1967.0,0,68743.0,30-08-2012,81,1132.0,134.0,384.0,175.0,134.0,115.0,1.0,11.0,5.0,13,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3,11,0,0,45.0,0.0,0.0,1.0,0.0,0.0
682,75,1982.0,1,41039.0,25-07-2013,32,34.0,11.0,137.0,179.0,61.0,45.0,1.0,8.0,1.0,5,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3,11,0,0,31.0,1.0,0.0,0.0,0.0,0.0
683,10120,1955.0,1,38946.0,24-10-2013,84,116.0,6.0,82.0,6.0,6.0,41.0,2.0,3.0,1.0,6,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3,11,0,1,58.0,0.0,0.0,1.0,0.0,0.0
684,6327,1967.0,1,65777.0,19-12-2013,87,565.0,32.0,435.0,28.0,32.0,54.0,1.0,2.0,8.0,6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3,11,0,0,46.0,0.0,0.0,1.0,0.0,0.0
685,10142,1976.0,0,66476.0,07-03-2013,99,372.0,18.0,126.0,47.0,48.0,78.0,2.0,5.0,2.0,11,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3,11,0,1,37.0,0.0,0.0,0.0,0.0,1.0
686,9826,1972.0,0,86857.0,12-09-2012,96,899.0,102.0,838.0,133.0,102.0,40.0,1.0,5.0,6.0,10,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3,11,1,0,40.0,0.0,0.0,0.0,0.0,1.0
687,1501,1982.0,1,52247.25135379061,04-08-2012,21,55.0,16.0,166.95,17.0,3.0,4.0,2.325,0.0,2.6620535714285714,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,11,0,0,30.0,0.0,0.0,0.0,0.0,1.0
688,10767,1989.0,1,77845.0,16-05-2014,40,760.0,40.0,480.0,0.0,40.0,26.0,1.0,3.0,5.0,12,1.0,0.0,0.0,0.07276785714285715,0.06428571428571428,0.0,0.0,3,11,0,0,25.0,0.0,0.0,0.0,0.0,1.0
689,7279,1969.0,1,69476.0,30-09-2013,3,260.0,86.0,559.0,63.0,9.0,67.0,1.0,4.0,6.0,4,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3,11,0,0,44.0,0.0,0.0,0.0,0.0,1.0
690,7230,1960.0,0,50611.0,04-10-2012,98,459.0,0.0,24.0,6.0,0.0,4.0,6.0,4.0,5.0,7,6.0,0.0,0.07455357142857143,0.0,0.0,0.0,0.0,3,11,1,1,52.0,0.0,0.0,0.0,0.0,1.0
691,143,1970.0,0,61209.0,25-08-2013,73,466.0,0.0,224.0,119.0,49.0,99.0,1.0,5.0,3.0,4,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3,11,0,0,43.0,0.0,0.0,1.0,0.0,0.0
692,450,1958.0,1,42315.0,12-07-2013,90,67.0,15.0,80.0,17.0,11.0,80.0,3.0,1.0,4.0,4,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3,11,0,1,55.0,0.0,0.0,0.0,1.0,0.0
693,9316,1952.0,1,13084.0,02-11-2013,29,2.0,0.0,7.0,3.0,7.0,10.0,1.0,1.0,0.0,3,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3,11,0,0,61.0,0.0,1.0,0.0,0.0,0.0
694,6379,1949.0,0,47570.0,29-05-2013,3,67.0,1.0,20.0,0.0,2.0,31.0,3.0,2.0,2.0,2,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3,11,1,2,64.0,0.0,0.0,0.0,1.0,0.0
695,9239,1961.0,1,61923.0,26-07-2013,94,92.0,4.0,18.0,3.0,3.0,6.0,1.0,2.0,1.0,4,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3,11,0,2,52.0,0.0,0.0,0.0,1.0,0.0
696,8315,1995.0,0,34824.0,26-03-2014,65,4.0,2.0,11.0,2.0,0.0,4.0,1.0,1.0,0.0,2,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3,11,0,0,19.0,0.0,0.0,1.0,0.0,0.0
697,2868,1949.0,0,26518.0,08-04-2013,33,20.0,1.0,28.0,3.0,3.0,2.0,3.0,2.0,0.0,3,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3,11,1,2,64.0,0.0,0.0,0.0,0.0,1.0
698,10888,1961.0,0,45938.0,03-11-2013,46,273.0,11.0,178.0,62.0,83.0,29.0,2.0,8.0,4.0,6,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3,11,0,0,52.0,0.0,0.0,1.0,0.0,0.0
699,1277,1960.0,1,78468.0,09-04-2014,29,434.0,22.0,388.0,104.0,22.0,34.0,1.0,10.0,7.0,10,4.0,0.0,0.0,0.0,0.06428571428571428,0.0,0.0,3,11,0,0,54.0,0.0,0.0,1.0,0.0,0.0
700,9977,1973.0,0,78901.0,17-09-2013,99,321.0,11.0,309.0,33.0,26.0,34.0,3.0,9.0,3.0,5,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3,11,0,1,40.0,0.0,0.0,1.0,0.0,0.0
701,10196,1978.0,1,71427.0,12-03-2014,26,212.0,123.0,177.0,15.0,64.0,23.0,2.0,8.0,2.0,8,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3,11,0,2,36.0,0.0,0.0,1.0,0.0,0.0
702,6384,1978.0,0,71022.0,11-02-2014,30,909.0,12.0,278.0,0.0,12.0,44.021875,3.0,5.0,2.0,11,8.0,0.07276785714285715,0.0,0.0,0.0,0.0,0.0,3,11,0,1,36.0,0.0,0.0,1.0,0.0,0.0
703,8029,1988.0,0,90247.0,29-04-2014,27,1184.0,32.0,352.0,21.0,16.0,16.0,1.0,3.0,4.0,7,1.0,0.0,0.07455357142857143,0.07276785714285715,0.06428571428571428,0.0,0.0,3,11,1,0,26.0,0.0,0.0,0.0,1.0,0.0
704,968,1968.0,0,41335.0,26-12-2013,24,112.0,19.0,21.0,16.0,14.0,5.0,3.0,4.0,1.0,4,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3,11,0,1,45.0,0.0,0.0,0.0,1.0,0.0
705,6988,1986.0,1,71952.0,10-01-2013,93,656.0,80.0,455.0,52.0,107.0,93.0,2.0,8.0,4.0,8,4.0,0.07276785714285715,0.0,0.07276785714285715,0.0,0.0,0.0,3,11,0,1,27.0,0.0,0.0,1.0,0.0,0.0
706,4472,1970.0,0,35682.0,27-06-2014,34,23.0,0.0,8.0,6.0,2.0,18.0,1.0,1.0,1.0,3,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3,11,0,1,44.0,0.0,0.0,0.0,0.0,1.0
707,6991,1951.0,0,43185.0,10-04-2013,88,537.0,6.0,42.0,16.0,6.0,30.0,2.0,9.0,3.0,6,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3,11,0,1,62.0,0.0,0.0,1.0,0.0,0.0
708,3336,1948.0,1,66375.0,21-11-2013,96,712.0,0.0,45.0,0.0,0.0,191.0,3.0,2.0,4.0,5,7.0,0.07276785714285715,0.0,0.0,0.0,0.0,0.0,3,11,0,1,65.0,0.0,0.0,0.0,0.0,1.0
709,4301,1971.0,1,35178.0,10-01-2013,10,23.0,1.0,13.0,2.0,2.0,18.0,1.0,1.0,1.0,2,7.0,0.07276785714285715,0.0,0.0,0.0,0.0,0.0,3,11,1,1,42.0,0.0,0.0,0.0,1.0,0.0
710,1940,1986.0,1,25252.0,12-07-2013,26,1.0,3.0,4.0,2.0,2.0,6.0,1.0,1.0,0.0,2,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3,11,0,1,27.0,0.0,0.0,1.0,0.0,0.0
711,1272,1965.0,0,55250.0,21-10-2012,49,664.0,58.0,83.0,32.0,0.0,66.0,4.0,7.0,5.0,10,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3,11,0,1,47.0,0.0,0.0,0.0,1.0,0.0
712,1388,1975.0,0,33249.0,20-02-2013,11,6.0,10.0,21.0,19.0,14.0,42.0,2.0,2.0,1.0,3,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3,11,0,1,38.0,0.0,0.0,1.0,0.0,0.0
713,1044,1953.0,1,58398.0,14-05-2013,44,299.0,5.0,201.0,21.0,21.0,49.0,3.0,5.0,4.0,8,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3,11,0,0,60.0,0.0,0.0,1.0,0.0,0.0
714,6969,1982.0,1,50272.0,07-08-2013,75,99.0,13.0,66.0,43.0,8.0,4.0,3.0,4.0,1.0,5,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3,11,0,1,31.0,0.0,0.0,1.0,0.0,0.0
715,10479,1975.0,1,76618.0,07-12-2012,64,749.0,40.0,294.0,121.0,27.06294642857143,147.0,1.0,3.0,2.0,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3,11,0,0,37.0,0.0,0.0,0.0,0.0,1.0
716,3619,1960.0,0,87305.0,23-09-2012,19,345.0,25.0,501.0,63.0,138.0,80.0,1.0,5.0,3.0,8,2.0,0.0,0.0,0.07276785714285715,0.0,0.0,0.0,3,11,1,0,52.0,1.0,0.0,0.0,0.0,0.0
717,1715,1978.0,1,25851.0,11-02-2013,45,9.0,4.0,18.0,7.0,5.0,5.0,2.0,2.0,0.0,3,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3,11,0,1,35.0,0.0,0.0,1.0,0.0,0.0
718,10159,1970.0,0,58710.0,31-03-2013,77,440.0,81.0,368.0,0.0,122.0,174.0,6.0,11.0,5.0,9,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3,11,0,1,43.0,0.0,0.0,1.0,0.0,0.0
