,ID,Year_Birth,Marital_Status,Income,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response,maritalstatus,numberofkids,Age,ValidCustomer,amountspent,x0_2n Cycle,x0_Basic,x0_Graduation,x0_Master,x0_PhD,MostSpntOn
582,5081,1967,1,47821.0,20-10-2013,54,9,0,16,6,6,10,1,1,0,3,8,0,0,0,0,0,0,3,11,0,1,2,46,no,47,1.0,0.0,0.0,0.0,0.0,Meat
583,5123,1951,1,27450.0,15-04-2013,57,37,12,23,8,11,52,1,2,1,3,7,0,0,0,0,0,0,3,11,0,1,0,62,no,143,0.0,0.0,0.0,1.0,0.0,Gold
584,5756,1983,1,39453.0,03-04-2014,64,46,0,7,0,0,2,2,2,0,3,6,0,0,0,0,0,0,3,11,0,1,1,31,no,55,0.0,0.0,1.0,0.0,0.0,Wine
585,8036,1971,1,26850.0,18-04-2014,10,31,1,13,7,2,9,4,2,1,4,4,0,0,0,0,0,0,3,11,0,1,2,43,no,63,1.0,0.0,0.0,0.0,0.0,Wine
586,9058,1955,0,79800.0,23-09-2012,65,1060,21,530,32,0,44,1,5,11,5,3,1,0,1,1,0,0,3,11,1,0,0,57,yes,1867,0.0,0.0,1.0,0.0,0.0,Wine
587,5057,1961,1,61794.0,14-09-2013,74,264,47,188,54,47,11,2,4,4,10,2,0,0,0,0,0,0,3,11,0,1,1,52,yes,611,0.0,0.0,0.0,1.0,0.0,Wine
588,254,1955,1,53863.0,17-05-2014,4,399,4,30,6,4,30,3,7,1,7,7,0,1,0,0,0,0,3,11,0,1,1,59,no,473,0.0,0.0,1.0,0.0,0.0,Wine
589,4179,1959,1,24221.0,20-08-2013,94,8,9,9,2,5,22,1,1,1,3,4,0,0,0,0,0,0,3,11,0,1,0,54,no,55,0.0,0.0,1.0,0.0,0.0,Gold
590,3710,1984,0,39684.0,12-10-2012,41,19,0,35,6,4,17,2,2,1,2,7,0,0,0,0,0,1,3,11,1,0,1,28,no,81,0.0,0.0,0.0,0.0,1.0,Meat
591,7627,1975,1,92163.0,12-12-2012,25,817,26,797,106,27,20,0,5,11,5,2,0,0,1,1,0,0,3,11,1,1,0,37,yes,2086,0.0,0.0,0.0,1.0,0.0,Wine
592,4501,1965,0,69882.0,10-11-2013,94,292,127,635,132,127,165,1,3,7,9,1,0,0,0,0,0,0,3,11,0,0,0,48,yes,1478,0.0,0.0,0.0,1.0,0.0,Meat
593,6424,1977,1,33178.0,30-01-2014,9,12,6,2,11,2,16,1,1,0,3,4,0,0,0,0,0,0,3,11,0,1,1,37,no,49,0.0,0.0,1.0,0.0,0.0,Gold
594,3075,1972,1,59973.0,11-09-2013,47,130,30,168,20,34,0,1,3,4,7,1,0,0,0,0,0,0,3,11,0,1,0,41,no,382,0.0,0.0,0.0,0.0,1.0,Meat
595,4992,1975,1,17459.0,19-09-2013,12,6,4,16,3,10,30,3,3,1,2,7,0,0,0,0,0,0,3,11,1,1,1,38,no,69,0.0,0.0,0.0,1.0,0.0,Gold
596,5252,1969,0,23910.0,26-10-2012,80,16,12,18,7,1,13,1,2,0,3,7,0,0,0,0,0,0,3,11,0,0,1,43,no,67,0.0,0.0,1.0,0.0,0.0,Meat
597,7444,1969,1,42169.0,19-10-2013,20,19,0,9,0,0,2,2,1,0,3,8,0,0,0,0,0,0,3,11,0,1,2,44,no,30,0.0,0.0,0.0,1.0,0.0,Wine
598,6919,1978,1,26224.0,04-06-2013,39,4,7,15,13,9,15,3,2,1,3,6,0,0,0,0,0,0,3,11,0,1,1,35,no,63,1.0,0.0,0.0,0.0,0.0,Meat
599,3537,1981,1,31089.0,17-08-2012,57,31,3,31,2,8,4,3,3,0,4,8,0,0,0,0,0,0,3,11,0,1,1,31,no,79,0.0,0.0,1.0,0.0,0.0,Wine
600,10277,1961,0,30081.0,21-02-2013,27,36,0,2,0,0,4,1,1,0,3,7,0,0,0,0,0,0,3,11,0,0,1,52,no,42,0.0,0.0,1.0,0.0,0.0,Wine
601,2453,1960,1,62807.0,31-08-2012,83,526,28,135,10,21,99,3,5,3,12,5,0,0,0,0,0,0,3,11,0,1,1,52,yes,819,0.0,0.0,1.0,0.0,0.0,Wine
602,7972,1955,0,72906.0,17-09-2013,79,400,32,519,71,75,54,1,3,4,9,1,0,0,0,0,0,0,3,11,0,0,0,58,yes,1151,0.0,0.0,1.0,0.0,0.0,Meat
603,895,1948,1,61467.0,09-12-2012,69,410,16,114,0,5,49,3,5,2,10,5,0,0,0,0,0,0,3,11,0,1,2,64,no,594,0.0,0.0,0.0,0.0,1.0,Wine
604,1177,1966,1,49618.0,26-01-2013,77,80,3,26,4,2,14,4,3,1,3,7,0,0,0,0,0,0,3,11,0,1,2,47,no,129,0.0,0.0,0.0,1.0,0.0,Wine
605,7141,1986,0,21888.0,29-12-2012,15,88,10,46,2,3,64,4,5,1,2,10,0,0,0,0,0,0,3,11,1,0,1,26,no,213,0.0,0.0,0.0,1.0,0.0,Wine
606,7232,1973,0,42429.0,11-02-2014,99,55,0,6,2,0,4,2,1,1,3,5,0,0,0,0,0,0,3,11,0,0,1,41,no,67,0.0,0.0,1.0,0.0,0.0,Wine
607,8477,1956,0,26150.0,11-03-2013,61,5,1,13,3,5,1,1,1,0,3,7,0,0,0,0,0,0,3,11,0,0,3,57,no,28,0.0,0.0,1.0,0.0,0.0,Meat
608,2457,1975,1,30801.0,26-10-2012,23,8,4,5,15,2,11,2,1,0,3,7,0,0,0,0,0,0,3,11,0,1,1,37,no,45,0.0,1.0,0.0,0.0,0.0,Fish
609,988,1965,1,81168.0,07-05-2014,84,410,0,592,147,22,22,1,6,4,7,3,0,0,0,1,0,0,3,11,0,1,0,49,yes,1193,0.0,0.0,1.0,0.0,0.0,Meat
610,7930,1969,0,26877.0,19-08-2013,74,101,13,76,20,18,40,2,3,1,6,6,0,0,0,0,0,0,3,11,0,0,0,44,no,268,0.0,0.0,0.0,1.0,0.0,Wine
611,4587,1944,0,45006.0,18-07-2013,90,162,25,53,16,0,10,1,3,1,7,3,0,0,0,0,0,0,3,11,0,0,0,69,no,266,0.0,0.0,0.0,1.0,0.0,Wine
612,6682,1973,1,18978.0,11-12-2012,41,2,8,1,4,7,15,1,1,0,3,8,0,0,0,0,0,0,3,11,0,1,1,39,no,37,0.0,1.0,0.0,0.0,0.0,Gold
613,6222,1967,1,22574.0,28-10-2013,28,25,0,8,2,0,2,2,2,0,3,7,0,0,0,0,0,0,3,11,0,1,3,46,no,37,0.0,0.0,1.0,0.0,0.0,Wine
614,10299,1969,0,48240.0,09-11-2012,73,389,91,248,64,49,41,3,6,3,13,5,0,0,0,0,0,0,3,11,1,0,0,43,yes,882,0.0,0.0,0.0,0.0,1.0,Wine
615,3083,1974,1,45837.0,26-07-2013,88,215,13,87,17,17,24,5,6,2,5,7,0,0,0,0,0,0,3,11,0,1,2,39,no,373,0.0,0.0,1.0,0.0,0.0,Wine
616,8953,1965,0,35791.0,06-05-2013,94,27,0,5,0,0,3,2,1,0,3,8,0,0,0,0,0,0,3,11,0,0,3,48,no,35,0.0,0.0,0.0,1.0,0.0,Wine
617,1503,1976,1,52247.0,03-06-2013,31,85,1,16,2,1,2,0,0,0,1,1,0,0,0,0,0,0,3,11,0,1,2,37,no,107,0.0,0.0,0.0,0.0,1.0,Wine
618,8650,1978,0,54162.0,18-03-2013,31,5,6,10,6,5,10,1,1,0,3,4,0,0,0,0,0,0,3,11,0,0,2,35,no,42,0.0,0.0,1.0,0.0,0.0,Meat
619,10862,1960,1,30522.0,17-08-2012,6,179,8,83,19,11,26,5,1,2,9,2,0,0,0,0,0,0,3,11,0,1,1,52,no,326,0.0,0.0,0.0,1.0,0.0,Wine
620,2782,1961,1,54456.0,11-07-2013,23,352,0,27,10,0,15,3,6,1,7,6,0,0,0,0,0,0,3,11,0,1,1,52,no,404,0.0,0.0,0.0,0.0,1.0,Wine
621,6941,1971,0,31632.0,14-07-2013,92,17,8,12,11,15,32,1,2,1,2,7,0,0,0,0,0,0,3,11,0,0,0,42,no,95,0.0,0.0,1.0,0.0,0.0,Gold
622,10972,1949,0,72298.0,10-03-2014,52,625,35,169,58,17,35,1,4,3,6,1,0,1,1,0,0,0,3,11,0,0,0,65,yes,939,0.0,0.0,1.0,0.0,0.0,Wine
623,10708,1978,0,36975.0,28-12-2013,50,10,6,11,0,4,2,1,1,0,3,7,0,0,0,0,0,0,3,11,0,0,1,35,no,33,1.0,0.0,0.0,0.0,0.0,Meat
624,6583,1955,1,72635.0,03-06-2013,54,390,22,323,104,35,107,1,6,8,6,3,0,0,0,1,0,0,3,11,0,1,0,58,yes,981,1.0,0.0,0.0,0.0,0.0,Wine
625,3641,1976,1,13624.0,20-01-2013,93,10,2,15,2,1,6,2,2,0,3,6,0,0,0,0,0,0,3,11,0,1,1,37,no,36,0.0,0.0,1.0,0.0,0.0,Meat
626,10156,1975,0,84196.0,03-06-2013,56,215,63,507,37,31,190,1,8,4,7,3,0,0,0,0,0,0,3,11,0,0,1,38,yes,1237,0.0,0.0,1.0,0.0,0.0,Meat
627,4299,1960,1,70971.0,21-09-2012,28,1001,17,572,93,125,17,7,11,11,5,7,0,0,0,0,0,0,3,11,1,1,1,52,yes,1825,0.0,0.0,1.0,0.0,0.0,Wine
628,3469,1977,0,34487.0,06-09-2012,94,19,18,33,24,1,8,3,3,0,3,9,0,0,0,0,0,0,3,11,0,0,2,35,no,103,0.0,0.0,0.0,0.0,1.0,Meat
629,5063,1977,0,28769.0,18-12-2012,76,41,5,129,10,3,3,3,4,1,4,9,0,0,0,0,0,0,3,11,0,0,1,35,no,191,0.0,0.0,1.0,0.0,0.0,Meat
630,10727,1970,1,69084.0,19-11-2013,43,1181,107,199,39,30,30,2,7,3,13,8,0,0,0,0,0,0,3,11,0,1,1,43,yes,1586,0.0,0.0,0.0,0.0,1.0,Wine
631,9624,1958,1,65488.0,13-06-2014,46,603,45,207,36,18,54,1,3,4,6,1,0,0,0,0,0,0,3,11,0,1,0,56,yes,963,0.0,0.0,0.0,0.0,1.0,Wine
632,5156,1970,1,62466.0,15-01-2014,13,129,129,259,168,121,83,5,6,3,12,4,0,0,0,0,0,0,3,11,0,1,1,44,yes,889,1.0,0.0,0.0,0.0,0.0,Meat
633,4376,1960,0,32218.0,15-02-2014,27,10,24,15,13,1,30,1,2,1,3,7,1,0,0,0,0,0,3,11,1,0,0,54,no,93,1.0,0.0,0.0,0.0,0.0,Gold
634,8923,1973,0,83917.0,18-04-2013,12,514,22,732,42,27,79,1,6,7,7,3,0,0,0,0,0,0,3,11,1,0,0,40,yes,1587,0.0,0.0,1.0,0.0,0.0,Meat
635,8461,1962,0,46102.0,10-03-2014,3,14,0,1,0,0,1,1,1,0,2,7,0,0,0,0,0,0,3,11,0,0,3,52,no,16,0.0,0.0,1.0,0.0,0.0,Wine
636,6945,1952,0,84574.0,04-06-2013,72,387,20,713,38,54,163,1,9,11,11,5,0,0,0,0,0,0,3,11,0,0,0,61,yes,1375,0.0,0.0,1.0,0.0,0.0,Meat
637,944,1962,1,56181.0,08-01-2013,6,121,103,69,8,44,48,1,4,2,7,4,0,0,0,0,0,0,3,11,0,1,1,51,no,393,0.0,0.0,1.0,0.0,0.0,Wine
638,1907,1950,0,63120.0,28-09-2012,53,965,69,279,54,41,69,5,8,4,9,7,0,0,0,0,0,0,3,11,1,0,1,62,yes,1477,0.0,0.0,0.0,1.0,0.0,Wine
639,701,1971,1,73691.0,06-11-2013,58,707,21,250,85,43,73,2,6,2,8,2,1,0,0,0,0,0,3,11,0,1,1,42,yes,1179,0.0,0.0,1.0,0.0,0.0,Wine
640,3856,1960,1,63381.0,05-10-2012,78,571,50,142,33,50,159,4,4,5,13,2,0,0,0,0,0,0,3,11,0,1,1,52,yes,1005,0.0,0.0,1.0,0.0,0.0,Wine
641,4149,1948,1,76140.0,13-05-2014,57,586,66,653,17,0,26,1,5,9,6,2,0,0,0,0,0,0,3,11,0,1,0,66,yes,1348,0.0,0.0,0.0,0.0,1.0,Meat
642,2131,1959,0,62859.0,30-12-2012,37,1063,89,102,16,12,25,4,9,4,6,6,0,0,0,0,0,0,3,11,0,0,1,53,yes,1307,0.0,0.0,0.0,0.0,1.0,Wine
643,2942,1964,0,45906.0,07-05-2013,20,305,3,27,4,3,144,2,5,4,4,5,1,0,0,0,0,0,3,11,0,0,1,49,no,486,0.0,0.0,1.0,0.0,0.0,Wine
644,1173,1947,1,77632.0,10-03-2013,73,1200,105,758,0,42,147,1,4,2,6,2,0,1,1,0,0,0,3,11,1,1,0,66,yes,2252,0.0,0.0,0.0,1.0,0.0,Wine
645,4381,1971,1,46463.0,18-08-2013,56,163,2,40,8,11,11,7,3,1,6,6,0,0,0,0,0,0,3,11,0,1,2,42,no,235,0.0,0.0,0.0,0.0,1.0,Wine
646,4611,1970,1,105471.0,21-01-2013,36,1009,26,104,37,21,44,0,9,8,13,3,0,0,1,1,0,0,3,11,1,1,0,43,yes,1724,0.0,0.0,1.0,0.0,0.0,Wine
647,3376,1970,0,55282.0,13-12-2013,9,125,6,73,8,4,19,1,3,1,6,4,0,0,0,0,0,0,3,11,0,0,1,43,no,235,0.0,0.0,0.0,1.0,0.0,Wine
648,4679,1977,1,78710.0,23-05-2014,42,721,0,152,119,50,50,3,7,6,12,4,0,0,0,0,0,0,3,11,0,1,1,37,yes,1092,0.0,0.0,0.0,1.0,0.0,Wine
649,10928,1958,1,66886.0,16-09-2013,28,315,4,62,41,31,146,2,7,1,7,5,0,0,0,0,0,0,3,11,0,1,1,55,no,599,0.0,0.0,1.0,0.0,0.0,Wine
650,4248,1960,0,98777.0,17-02-2014,23,1000,19,711,125,115,38,0,4,6,9,1,0,1,0,0,0,0,3,11,0,0,0,54,yes,2008,0.0,0.0,0.0,1.0,0.0,Wine
651,6728,1985,1,29103.0,27-08-2012,38,16,0,17,6,3,6,2,1,0,3,9,0,0,0,0,0,0,3,11,0,1,1,27,no,48,0.0,0.0,1.0,0.0,0.0,Meat
652,6661,1974,1,67445.0,12-08-2012,63,757,80,217,29,80,11,5,9,6,12,6,0,0,0,0,0,0,3,11,0,1,1,38,yes,1174,0.0,0.0,1.0,0.0,0.0,Wine
653,4725,1950,1,50616.0,13-04-2014,71,30,2,25,0,1,9,1,1,1,4,2,0,0,0,0,0,0,3,11,0,1,1,64,no,67,0.0,0.0,0.0,0.0,1.0,Wine
654,3277,1955,0,49431.0,03-08-2012,9,219,3,100,26,0,17,2,7,1,5,8,0,0,0,0,0,0,3,11,0,0,1,57,no,365,0.0,0.0,1.0,0.0,0.0,Wine
655,5555,1975,0,52247.0,07-02-2014,81,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3,11,0,0,0,39,no,6,0.0,0.0,1.0,0.0,0.0,Wine
656,2564,1953,1,61278.0,04-01-2014,87,111,3,28,2,6,15,2,3,1,4,6,0,0,0,0,0,0,3,11,0,1,1,61,no,165,0.0,0.0,1.0,0.0,0.0,Wine
657,946,1958,1,26490.0,22-09-2012,92,45,47,52,21,20,25,2,3,1,5,6,0,0,0,0,0,0,3,11,0,1,0,54,no,210,1.0,0.0,0.0,0.0,0.0,Meat
658,3867,1947,1,73059.0,31-08-2013,36,410,112,420,0,82,71,1,9,3,13,4,0,0,0,0,0,0,3,11,0,1,1,66,yes,1095,0.0,0.0,0.0,0.0,1.0,Meat
659,6940,1966,0,46734.0,21-10-2013,86,100,1,39,6,1,76,4,3,2,3,6,1,0,0,0,0,0,3,11,0,0,3,47,no,223,0.0,0.0,0.0,0.0,1.0,Wine
660,55,1963,1,56253.0,07-12-2012,83,509,0,65,7,11,5,4,7,2,9,6,0,0,0,0,0,0,3,11,0,1,1,49,no,597,0.0,0.0,1.0,0.0,0.0,Wine
661,7093,1985,1,19986.0,14-11-2013,74,3,6,5,0,2,6,1,0,0,3,7,0,0,0,0,0,0,3,11,0,1,1,28,no,22,0.0,0.0,1.0,0.0,0.0,Fruits
662,5084,1975,0,58330.0,25-12-2013,87,445,53,213,104,98,151,1,6,4,13,4,0,0,0,0,0,0,3,11,0,0,1,38,yes,1064,0.0,0.0,1.0,0.0,0.0,Wine
663,1777,1980,1,25965.0,07-09-2012,29,2,2,11,41,7,11,1,2,0,3,8,0,0,0,0,0,0,3,11,0,1,0,32,no,74,0.0,1.0,0.0,0.0,0.0,Fish
664,8162,1956,1,14661.0,01-01-2013,88,4,1,11,6,2,2,1,1,0,3,6,0,0,0,0,0,0,3,11,0,1,0,57,no,26,0.0,0.0,0.0,1.0,0.0,Meat
665,10826,1959,1,18690.0,28-12-2012,77,6,1,7,23,4,19,1,1,1,2,8,0,0,0,0,0,0,3,11,0,1,0,53,no,60,0.0,0.0,1.0,0.0,0.0,Fish
666,8754,1974,1,45068.0,16-05-2013,25,14,0,3,0,0,3,1,1,0,2,7,0,0,0,0,0,0,3,11,0,1,1,39,no,20,0.0,0.0,0.0,0.0,1.0,Wine
667,1987,1987,0,21063.0,25-09-2013,34,1,10,11,19,3,15,2,2,0,3,6,0,0,0,0,0,0,3,11,0,0,1,26,no,59,0.0,1.0,0.0,0.0,0.0,Fish
668,11007,1968,1,29187.0,09-05-2013,43,26,0,6,0,0,2,1,1,0,3,8,0,0,0,0,0,0,3,11,0,1,1,45,no,34,0.0,0.0,0.0,0.0,1.0,Wine
669,7426,1971,1,54690.0,07-11-2013,76,111,16,37,7,9,18,3,3,1,5,3,0,0,0,0,0,0,3,11,0,1,2,42,no,198,1.0,0.0,0.0,0.0,0.0,Wine
670,9153,1964,1,59304.0,29-07-2013,81,418,61,428,80,51,10,3,7,8,10,5,0,0,0,0,0,0,3,11,0,1,1,49,yes,1048,0.0,0.0,0.0,0.0,1.0,Meat
671,10379,1962,0,59247.0,08-11-2013,87,327,9,122,19,14,83,5,5,2,9,6,0,0,0,0,0,0,3,11,0,0,2,51,no,574,0.0,0.0,0.0,1.0,0.0,Wine
672,9204,1970,0,66731.0,12-09-2012,33,371,26,194,58,106,141,4,4,3,6,3,0,0,0,0,0,0,3,11,0,0,1,42,yes,1029,0.0,0.0,1.0,0.0,0.0,Wine
673,3197,1980,1,77353.0,16-12-2013,38,275,59,107,69,101,59,2,6,4,8,4,0,0,0,0,0,0,3,11,0,1,1,33,yes,670,0.0,0.0,1.0,0.0,0.0,Wine
674,2920,1975,0,52614.0,01-12-2012,63,789,0,142,12,9,38,2,2,4,8,8,0,0,0,0,0,0,3,11,0,0,1,37,yes,990,0.0,0.0,0.0,0.0,1.0,Wine
675,6961,1974,1,26751.0,22-05-2014,26,1,1,5,0,3,1,1,1,0,2,8,0,0,0,0,0,0,3,11,0,1,2,40,no,11,0.0,0.0,1.0,0.0,0.0,Meat
676,4673,1963,1,81300.0,30-10-2012,17,1004,12,145,32,12,36,3,10,3,5,5,0,0,0,1,0,0,3,11,1,1,1,49,yes,1241,0.0,0.0,0.0,0.0,1.0,Wine
677,9937,1979,0,70337.0,02-01-2014,75,187,81,149,25,43,91,1,2,2,12,1,0,0,0,0,0,0,3,11,0,0,0,35,no,576,0.0,0.0,1.0,0.0,0.0,Wine
678,8779,1985,1,36145.0,16-06-2013,13,56,4,76,17,1,18,4,4,1,3,9,1,0,0,0,0,0,3,11,1,1,1,28,no,172,1.0,0.0,0.0,0.0,0.0,Meat
679,9596,1980,0,65295.0,23-12-2013,19,365,32,117,34,110,6,1,3,3,13,2,0,0,0,0,0,0,3,11,0,0,0,33,yes,664,0.0,0.0,0.0,0.0,1.0,Wine
680,2891,1963,0,68118.0,18-10-2013,51,595,23,123,10,23,154,2,8,9,4,6,0,0,0,0,0,0,3,11,0,0,1,50,yes,928,0.0,0.0,1.0,0.0,0.0,Wine
681,4910,1967,0,68743.0,30-08-2012,81,1132,134,384,175,134,115,1,11,5,13,7,0,0,0,0,0,0,3,11,0,0,0,45,yes,2074,0.0,0.0,1.0,0.0,0.0,Wine
682,75,1982,1,41039.0,25-07-2013,32,34,11,137,179,61,45,1,8,1,5,8,0,0,0,0,0,0,3,11,0,1,0,31,no,467,1.0,0.0,0.0,0.0,0.0,Fish
683,10120,1955,1,38946.0,24-10-2013,84,116,6,82,6,6,41,2,3,1,6,5,0,0,0,0,0,0,3,11,0,1,1,58,no,257,0.0,0.0,1.0,0.0,0.0,Wine
684,6327,1967,1,65777.0,19-12-2013,87,565,32,435,28,32,54,1,2,8,6,1,0,0,0,0,0,0,3,11,0,1,0,46,yes,1146,0.0,0.0,1.0,0.0,0.0,Wine
685,10142,1976,0,66476.0,07-03-2013,99,372,18,126,47,48,78,2,5,2,11,4,0,0,0,0,0,0,3,11,0,0,1,37,yes,689,0.0,0.0,0.0,0.0,1.0,Wine
686,9826,1972,0,86857.0,12-09-2012,96,899,102,838,133,102,40,1,5,6,10,2,0,0,0,0,0,0,3,11,1,0,0,40,yes,2114,0.0,0.0,0.0,0.0,1.0,Wine
687,1501,1982,1,52247.0,04-08-2012,21,55,16,166,17,3,4,2,0,2,1,0,0,0,0,0,0,0,3,11,0,1,0,30,yes,1717,0.0,0.0,0.0,0.0,1.0,Meat
688,10767,1989,1,77845.0,16-05-2014,40,760,40,480,0,40,26,1,3,5,12,1,0,0,1,1,0,0,3,11,0,1,0,25,yes,1346,0.0,0.0,0.0,0.0,1.0,Wine
689,7279,1969,1,69476.0,30-09-2013,3,260,86,559,63,9,67,1,4,6,4,2,0,0,0,0,0,0,3,11,0,1,0,44,yes,1044,0.0,0.0,0.0,0.0,1.0,Meat
690,7230,1960,0,50611.0,04-10-2012,98,459,0,24,6,0,4,6,4,5,7,6,0,1,0,0,0,0,3,11,1,0,1,52,no,493,0.0,0.0,0.0,0.0,1.0,Wine
691,143,1970,0,61209.0,25-08-2013,73,466,0,224,119,49,99,1,5,3,4,2,0,0,0,0,0,0,3,11,0,0,0,43,yes,957,0.0,0.0,1.0,0.0,0.0,Wine
692,450,1958,1,42315.0,12-07-2013,90,67,15,80,17,11,80,3,1,4,4,3,0,0,0,0,0,0,3,11,0,1,1,55,no,270,0.0,0.0,0.0,1.0,0.0,Meat
693,9316,1952,1,13084.0,02-11-2013,29,2,0,7,3,7,10,1,1,0,3,6,0,0,0,0,0,0,3,11,0,1,0,61,no,29,0.0,1.0,0.0,0.0,0.0,Gold
694,6379,1949,0,47570.0,29-05-2013,3,67,1,20,0,2,31,3,2,2,2,7,0,0,0,0,0,0,3,11,1,0,2,64,no,121,0.0,0.0,0.0,1.0,0.0,Wine
695,9239,1961,1,61923.0,26-07-2013,94,92,4,18,3,3,6,1,2,1,4,3,0,0,0,0,0,0,3,11,0,1,2,52,no,126,0.0,0.0,0.0,1.0,0.0,Wine
696,8315,1995,0,34824.0,26-03-2014,65,4,2,11,2,0,4,1,1,0,2,6,0,0,0,0,0,0,3,11,0,0,0,19,no,23,0.0,0.0,1.0,0.0,0.0,Meat
697,2868,1949,0,26518.0,08-04-2013,33,20,1,28,3,3,2,3,2,0,3,8,0,0,0,0,0,0,3,11,1,0,2,64,no,57,0.0,0.0,0.0,0.0,1.0,Meat
698,10888,1961,0,45938.0,03-11-2013,46,273,11,178,62,83,29,2,8,4,6,6,0,0,0,0,0,0,3,11,0,0,0,52,yes,636,0.0,0.0,1.0,0.0,0.0,Wine
699,1277,1960,1,78468.0,09-04-2014,29,434,22,388,104,22,34,1,10,7,10,4,0,0,0,1,0,0,3,11,0,1,0,54,yes,1004,0.0,0.0,1.0,0.0,0.0,Wine
700,9977,1973,0,78901.0,17-09-2013,99,321,11,309,33,26,34,3,9,3,5,4,0,0,0,0,0,0,3,11,0,0,1,40,yes,734,0.0,0.0,1.0,0.0,0.0,Wine
701,10196,1978,1,71427.0,12-03-2014,26,212,123,177,15,64,23,2,8,2,8,4,0,0,0,0,0,0,3,11,0,1,2,36,yes,614,0.0,0.0,1.0,0.0,0.0,Wine
702,6384,1978,0,71022.0,11-02-2014,30,909,12,278,0,12,44,3,5,2,11,8,1,0,0,0,0,0,3,11,0,0,1,36,yes,1453,0.0,0.0,1.0,0.0,0.0,Wine
703,8029,1988,0,90247.0,29-04-2014,27,1184,32,352,21,16,16,1,3,4,7,1,0,1,1,1,0,0,3,11,1,0,0,26,yes,1621,0.0,0.0,0.0,1.0,0.0,Wine
704,968,1968,0,41335.0,26-12-2013,24,112,19,21,16,14,5,3,4,1,4,7,0,0,0,0,0,0,3,11,0,0,1,45,no,187,0.0,0.0,0.0,1.0,0.0,Wine
705,6988,1986,1,71952.0,10-01-2013,93,656,80,455,52,107,93,2,8,4,8,4,1,0,1,0,0,0,3,11,0,1,1,27,yes,1443,0.0,0.0,1.0,0.0,0.0,Wine
706,4472,1970,0,35682.0,27-06-2014,34,23,0,8,6,2,18,1,1,1,3,2,0,0,0,0,0,0,3,11,0,0,1,44,no,57,0.0,0.0,0.0,0.0,1.0,Wine
707,6991,1951,0,43185.0,10-04-2013,88,537,6,42,16,6,30,2,9,3,6,8,0,0,0,0,0,0,3,11,0,0,1,62,yes,637,0.0,0.0,1.0,0.0,0.0,Wine
708,3336,1948,1,66375.0,21-11-2013,96,712,0,45,0,0,191,3,2,4,5,7,1,0,0,0,0,0,3,11,0,1,1,65,yes,948,0.0,0.0,0.0,0.0,1.0,Wine
709,4301,1971,1,35178.0,10-01-2013,10,23,1,13,2,2,18,1,1,1,2,7,1,0,0,0,0,0,3,11,1,1,1,42,no,59,0.0,0.0,0.0,1.0,0.0,Wine
710,1940,1986,1,25252.0,12-07-2013,26,1,3,4,2,2,6,1,1,0,2,8,0,0,0,0,0,0,3,11,0,1,1,27,no,18,0.0,0.0,1.0,0.0,0.0,Gold
711,1272,1965,0,55250.0,21-10-2012,49,664,58,83,32,0,66,4,7,5,10,5,0,0,0,0,0,0,3,11,0,0,1,47,yes,903,0.0,0.0,0.0,1.0,0.0,Wine
712,1388,1975,0,33249.0,20-02-2013,11,6,10,21,19,14,42,2,2,1,3,6,0,0,0,0,0,0,3,11,0,0,1,38,no,112,0.0,0.0,1.0,0.0,0.0,Gold
713,1044,1953,1,58398.0,14-05-2013,44,299,5,201,21,21,49,3,5,4,8,4,0,0,0,0,0,0,3,11,0,1,0,60,no,596,0.0,0.0,1.0,0.0,0.0,Wine
714,6969,1982,1,50272.0,07-08-2013,75,99,13,66,43,8,4,3,4,1,5,7,0,0,0,0,0,0,3,11,0,1,1,31,no,233,0.0,0.0,1.0,0.0,0.0,Wine
715,10479,1975,1,76618.0,07-12-2012,64,749,40,294,121,27,147,1,3,2,5,1,0,0,0,0,0,0,3,11,0,1,0,37,yes,1511,0.0,0.0,0.0,0.0,1.0,Wine
716,3619,1960,0,87305.0,23-09-2012,19,345,25,501,63,138,80,1,5,3,8,2,0,0,1,0,0,0,3,11,1,0,0,52,yes,1152,1.0,0.0,0.0,0.0,0.0,Meat
717,1715,1978,1,25851.0,11-02-2013,45,9,4,18,7,5,5,2,2,0,3,7,0,0,0,0,0,0,3,11,0,1,1,35,no,48,0.0,0.0,1.0,0.0,0.0,Meat
718,10159,1970,0,58710.0,31-03-2013,77,440,81,368,0,122,174,6,11,5,9,6,0,0,0,0,0,0,3,11,0,0,1,43,yes,1185,0.0,0.0,1.0,0.0,0.0,Wine
719,1463,1958,0,45160.0,29-03-2014,9,8,2,5,3,0,3,1,1,0,2,7,0,0,0,0,0,0,3,11,0,0,2,56,no,21,0.0,0.0,1.0,0.0,0.0,Wine
720,5114,1965,1,74806.0,19-12-2012,1,670,9,249,0,28,9,2,5,4,5,4,0,0,0,0,0,0,3,11,0,1,1,47,yes,965,0.0,0.0,0.0,1.0,0.0,Wine
